Id,SalePrice
1,210785.4805
2,182682.7391
3,218017.377
4,139334.8567
5,249795.6929
6,141882.2877
7,295211.6525
8,198353.6508
9,128976.1518
10,116712.6079
11,123949.7751
12,340593.4983
13,138468.3099
14,272073.2236
15,155006.2835
16,130343.8821
17,145950.8496
18,89405.33563
19,158130.5939
20,136107.518
21,321754.8569
22,138274.7692
23,223682.354
24,127794.1591
25,152824.9713
26,253605.3879
27,135930.7852
28,292470.3031
29,203519.1955
30,67254.32199
31,39478.4424
32,148008.6172
33,184408.021
34,161363.3408
35,286468.4454
36,306832.8876
37,145127.9624
38,149045.2869
39,108546.0571
40,81057.75993
41,160846.6884
42,169293.8072
43,143213.3632
44,127697.2858
45,139413.892
46,301441.9374
47,236187.8195
48,247959.9831
49,111442.1464
50,129057.4877
51,178464.7337
52,113784.0444
53,109055.0265
54,381873.561
55,129023.2536
56,175007.5428
57,173007.9079
58,191087.1598
59,435445.8733
60,122489.1374
61,156707.3063
62,99004.38498
63,193622.8989
64,138790.709
65,219585.2407
66,311771.2413
67,179124.5629
68,222373.4774
69,79625.08112
70,224000.521
71,243208.8865
72,130852.9202
73,183993.6931
74,146740.0694
75,105249.2374
76,89552.13508
77,134659.5077
78,127399.1458
79,135485.2363
80,112103.6238
81,191969.3986
82,156586.0708
83,244096.8253
84,122683.6396
85,165822.6755
86,255360.1139
87,176884.0794
88,164570.3863
89,84675.44219
90,119479.9505
91,108474.7219
92,98709.30101
93,160223.6685
94,132230.5395
95,200748.6081
96,183604.1393
97,208996.3832
98,93311.07135
99,82744.18091
100,124105.5366
101,206555.6031
102,176895.1875
103,118046.1814
104,192983.4917
105,167915.0204
106,246496.8816
107,98760.36878
108,113636.4552
109,113903.0566
110,190705.9499
111,132953.9524
112,181221.4232
113,378022.8675
114,213610.3376
115,258775.86
116,174390.695
117,136969.1202
118,155976.6226
119,317676.9724
120,163175.1864
121,178181.9167
122,98272.3192
123,135125.8391
124,152077.3079
125,180181.4571
126,84761.18179
127,127268.5105
128,87003.93155
129,153402.0396
130,147502.369
131,224230.4247
132,231217.9444
133,146301.8944
134,216674.232
135,174288.0444
136,166513.9317
137,140450.9909
138,170864.7871
139,230406.0107
140,223892.0331
141,111052.7128
142,248106.4992
143,162303.4032
144,214956.2124
145,125680.5252
146,127452.4455
147,104321.7251
148,220935.9914
149,141560.1804
150,115674.4102
151,121344.9241
152,368882.1748
153,187654.4683
154,231698.2167
155,119457.3996
156,78142.42474
157,108006.9827
158,263212.3434
159,252263.1529
160,317240.9435
161,160258.2373
162,408844.7595
163,221881.7022
164,101516.2942
165,150003.9256
166,125922.9791
167,187376.9392
168,323042.1184
169,184282.0212
170,225854.6699
171,126080.5003
172,213663.8347
173,235442.5683
174,162616.3081
175,180379.29
176,241567.3698
177,209242.1334
178,166284.1739
179,498587.1643
180,96708.49864
181,173928.5527
182,199124.7578
183,118980.4581
184,198208.9545
185,125231.9547
186,473561.8117
187,170536.8683
188,135079.4669
189,152230.3224
190,286740.6352
191,312445.6552
192,182761.0447
193,195307.852
194,132462.0227
195,121301.2474
196,147472.4013
197,307814.6867
198,233211.3472
199,102634.0165
200,276839.7203
201,138804.7013
202,170577.2572
203,109391.0489
204,145771.8163
205,109173.8241
206,178897.5007
207,140057.6
208,136673.6156
209,274012.4768
210,147664.3025
211,96773.0952
212,178606.8719
213,247677.166
214,152204.6211
215,160372.0904
216,138547.0963
217,206385.4974
218,105676.6306
219,309280.0888
220,163990.8028
221,199761.7443
222,197267.8963
223,178099.7481
224,102723.104
225,381417.565
226,110664.8502
227,283701.3261
228,97959.77485
229,122170.833
230,190559.0045
231,143330.4611
232,395971.2524
233,93462.7209
234,127962.6424
235,215225.432
236,90924.61247
237,181463.2762
238,192971.9888
239,307251.6966
240,111020.3072
241,260088.6338
242,106213.7392
243,78396.06389
244,117770.5838
245,214558.1602
246,238282.8942
247,135900.5944
248,140402.1207
249,190132.0921
250,275244.3182
251,75765.72616
252,231023.9401
253,171100.2791
254,156632.2112
255,135013.9003
256,227920.9358
257,207588.221
258,221051.6557
259,226592.6416
260,96926.41868
261,174273.2795
262,274211.3913
263,149193.7431
264,127561.0535
265,71928.73321
266,172974.8242
267,180037.8596
268,177306.7513
269,119523.1465
270,146401.2916
271,265352.4855
272,239679.6565
273,292388.7012
274,142922.7688
275,122180.6448
276,202913.7476
277,195461.5103
278,129996.5457
279,410633.8911
280,193913.4075
281,224644.0487
282,182868.9832
283,206664.2799
284,242595.5926
285,177403.7362
286,164373.7209
287,158519.461
288,88307.77778
289,117593.6364
290,151901.425
291,227061.7028
292,135583.8094
293,131873.7776
294,234777.0477
295,160763.1979
296,143183.6273
297,147712.6061
298,236550.6762
299,172768.1495
300,157620.8863
301,157853.597
302,265559.3833
303,211008.1906
304,143318.6148
305,292588.869
306,303846.7151
307,220680.7126
308,88710.24227
309,83666.58551
310,360309.0391
311,168138.6576
312,126137.1736
313,120250.4823
314,372777.4721
315,175824.0605
316,187298.8567
317,258520.2894
318,262540.8482
319,259327.7936
320,187638.9137
321,340621.4486
322,347023.6248
323,299202.9905
324,127609.8551
325,239604.8532
326,86785.74539
327,321795.6665
328,142096.1473
329,213464.5253
330,76703.9215
331,120411.6261
332,136188.9225
333,283487.6466
334,202298.9085
335,193223.2501
336,226724.0838
337,374586.2102
338,217958.489
339,202720.0523
340,153779.4724
341,201036.3354
342,81018.81314
343,87589.0777
344,267855.2954
345,81768.69984
346,139012.3289
347,151301.5397
348,160439.743
349,157113.0843
350,434056.0814
351,314342.7597
352,187685.2687
353,93773.53124
354,106239.9126
355,139280.2608
356,177727.4831
357,171365.5242
358,132787.452
359,127307.8608
360,279550.5269
361,154291.103
362,144926.9104
363,196541.1356
364,120023.6518
365,182418.4297
366,143644.4304
367,156762.1426
368,162978.5639
369,134171.6727
370,159007.0985
371,170249.5273
372,133555.1253
373,126782.5812
374,125804.8082
375,213368.2099
376,59484.8512
377,145654.5553
378,336690.9559
379,390815.6139
380,176331.9398
381,127865.6918
382,184254.2254
383,203691.8765
384,75047.1248
385,235958.1905
386,182348.9487
387,79201.38775
388,124917.7536
389,190618.0642
390,423162.0362
391,119122.107
392,215113.3902
393,104283.0359
394,99183.80461
395,107528.9252
396,129112.0149
397,121506.2996
398,165586.0246
399,67449.29202
400,237730.4627
401,242477.868
402,167368.3575
403,104982.5158
404,256281.6515
405,166288.8094
406,148246.1608
407,114222.2022
408,174697.2733
409,275409.2905
410,333866.6311
411,61006.91363
412,143667.2645
413,217320.6784
414,114390.2563
415,226978.7617
416,178768.4792
417,151575.5836
418,236770.6221
419,123590.4981
420,140103.9378
421,204740.959
422,212735.6358
423,112009.6261
424,322552.8155
425,138096.6715
426,134018.126
427,272389.1244
428,109707.0784
429,194196.8083
430,170772.4805
431,85365.99447
432,78760.97224
433,121251.6475
434,172805.0361
435,78255.79707
436,209252.1942
437,112929.6701
438,116777.9513
439,88919.21752
440,108689.5001
441,548359.5676
442,117877.2432
443,160654.4954
444,171407.4411
445,218667.5146
446,126742.3039
447,187842.395
448,202693.4411
449,119565.2694
450,118745.2837
451,108428.4785
452,277259.0099
453,205047.6575
454,209937.3384
455,181701.1975
456,169767.2635
457,96665.60308
458,253653.0649
459,158302.7255
460,109962.0396
461,262343.4273
462,152762.5637
463,78071.02085
464,188076.7453
465,122970.1135
466,175449.6838
467,164429.4928
468,145871.5396
469,244440.4876
470,183859.4696
471,209461.3068
472,189643.9395
473,146714.9347
474,425333.2018
475,243970.9285
476,135602.8321
477,206424.7103
478,375794.5307
479,289910.4594
480,88590.66351
481,320195.835
482,372307.2606
483,152124.0492
484,160881.9783
485,129602.9144
486,146010.3901
487,155378.085
488,175836.2416
489,158664.3289
490,85318.13722
491,113367.2957
492,131815.0527
493,170155.6327
494,153594.8936
495,89594.37822
496,33551.1701
497,427784.9354
498,181353.2774
499,128838.0911
500,119829.3213
501,106162.7401
502,215953.652
503,139767.2288
504,287132.9531
505,146431.3279
506,123862.3959
507,213596.5856
508,205340.8272
509,158976.7274
510,125835.7802
511,162371.5021
512,200131.0049
513,131641.3159
514,132858.7014
515,95395.62177
516,396435.1458
517,156021.6127
518,260495.6652
519,207442.735
520,232760.1069
521,104884.02
522,148665.8883
523,156573.7867
524,181365.8448
525,319473.8643
526,167613.833
527,131205.2182
528,439452.6286
529,83841.79886
530,198190.3095
531,171701.3662
532,127102.448
533,106464.4254
534,38177.32919
535,178039.1947
536,108831.6812
537,187511.1455
538,109160.4842
539,151738.015
540,267288.8029
541,314881.216
542,247923.4656
543,212022.7472
544,131123.3845
545,180703.6206
546,227845.669
547,207169.9443
548,128276.4744
549,123143.6186
550,256851.6464
551,137128.5042
552,113396.0873
553,261151.4684
554,106925.4517
555,281396.3833
556,111422.952
557,135173.0353
558,108822.4617
559,174934.2847
560,224533.0027
561,128563.0857
562,167998.1675
563,106434.5693
564,182987.1198
565,262315.1851
566,126260.8213
567,324121.4003
568,210171.5685
569,315108.1667
570,134671.1479
571,138340.2327
572,118221.1974
573,218601.5188
574,169951.1556
575,136855.9453
576,120031.9099
577,142794.1422
578,162768.7645
579,143162.8104
580,130621.9778
581,180343.0129
582,257434.9298
583,116732.6093
584,321991.5078
585,132761.1069
586,366281.5214
587,128692.1844
588,135812.2537
589,140744.5125
590,80130.48806
591,190291.4846
592,449001.5201
593,141863.1104
594,137965.2722
595,111656.1606
596,316349.8285
597,115288.0241
598,187714.6783
599,215232.1792
600,149245.7293
601,277177.4938
602,139936.3816
603,215134.1984
604,153047.9475
605,218628.8167
606,202449.0472
607,150062.4359
608,223640.7547
609,357197.7252
610,116316.6074
611,306205.7902
612,147883.39
613,258240.6828
614,145746.982
615,76473.74742
616,134386.717
617,184477.8282
618,103736.5275
619,312508.9727
620,301855.6473
621,66298.295
622,239390.4527
623,124920.0542
624,169897.564
625,166589.0955
626,153901.5234
627,135999.6482
628,153555.8524
629,132668.5944
630,166385.5712
631,123456.7038
632,210902.278
633,105076.5821
634,133970.0885
635,143377.0478
636,199401.9608
637,59095.30817
638,91416.62797
639,84839.18697
640,263402.3989
641,271563.6618
642,230848.4263
643,342691.6977
644,148563.1604
645,364984.3709
646,144267.3559
647,100404.9157
648,152481.5493
649,156796.574
650,81703.03024
651,201789.2781
652,105651.1954
653,193198.9738
654,131365.2289
655,348689.1774
656,86079.63842
657,139985.2518
658,147257.0995
659,97028.46838
660,163666.4465
661,196099.132
662,394996.5954
663,112592.7807
664,137374.3059
665,419886.6256
666,222477.7246
667,127465.7339
668,194296.2484
669,167565.0572
670,133801.0816
671,175269.7061
672,102508.446
673,165706.5991
674,254982.6811
675,143509.2111
676,147693.3173
677,86327.01966
678,105793.5139
679,367164.3268
680,125838.51
681,131725.8365
682,157750.8091
683,171606.2011
684,282082.7465
685,217376.0297
686,205853.4792
687,227028.9281
688,149058.5324
689,387980.7476
690,189484.1521
691,145187.2882
692,751398.2501
693,330915.4652
694,108470.9191
695,138943.8179
696,172546.521
697,86565.8853
698,121839.0599
699,134123.412
700,195555.1302
701,302234.2304
702,138501.2306
703,357833.4412
704,138444.8062
705,207900.8255
706,54990.2545
707,298971.2326
708,246396.6346
709,173442.6492
710,110562.2253
711,50891.55318
712,101018.038
713,182576.5861
714,127562.0665
715,132416.1742
716,161899.8914
717,157571.3379
718,157184.9432
719,337334.9128
720,128303.3861
721,271480.755
722,137229.3092
723,121234.8395
724,134838.1805
725,315573.7942
726,122603.2737
727,217788.6408
728,207681.7208
729,109468.1784
730,102481.1566
731,234397.4002
732,184943.1467
733,219995.6028
734,130928.0925
735,108527.3692
736,161333.0469
737,92074.01067
738,236096.998
739,177807.3939
740,193720.4505
741,129172.8258
742,140000.8494
743,176794.4855
744,170376.6946
745,181358.7885
746,298063.241
747,228344.8095
748,263565.3969
749,252347.2443
